Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,city,country,lat,lng,3-5_tavg,3-5_tmin,3-5_tmax,3-5_prcp,3-5_tsun,6-8_tavg,6-8_tmin,6-8_tmax,6-8_prcp,6-8_tsun,9-11_tavg,9-11_tmin,9-11_tmax,9-11_prcp,9-11_tsun
Nisia Las Suertes Verdejo Old Vines 2016,Spain,Rueda,Ordóñez,4.1,198,19.95,2016-01-01,Rueda,Spain,41.4129785,-4.9597533,12.6,6.033333333333334,19.333333333333332,24.53333333333333,,22.46666666666667,14.666666666666666,30.599999999999998,30.0,,12.733333333333334,7.733333333333334,18.866666666666667,43.333333333333336,
Chardonnay Unoaked (Select Terroir Reserva) 2017,Chile,Maipo Valley,Santa Ema,3.6,198,7.66,2017-01-01,Maipo Valley,Chile,-30.0,-71.0,15.700000000000001,13.600000000000001,,5.1,,12.066666666666668,8.3,,,,14.1,,,,
Collection Unique 2019,France,Côtes de Gascogne,Uby,3.9,198,5.99,2019-01-01,Côtes de Gascogne,France,48.510283,-2.787756,,,,,,16.35,12.899999999999999,20.15,,,12.233333333333334,8.833333333333334,16.133333333333333,,
Grainhubel Riesling GG 2015,Germany,Pfalz,Von Winning,4.1,198,29.95,2015-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Chardonnay 2018,France,Pays d'Oc,La Chevalière,3.7,199,7.89,2018-01-01,Pays d'Oc,France,43.604764,1.4540399,13.666666666666666,8.566666666666668,19.799999999999997,75.8,,22.46666666666667,17.733333333333334,28.599999999999998,40.9,,13.666666666666666,9.466666666666667,19.099999999999998,26.433333333333334,
Atrium Chardonnay 2017,Spain,Penedès,Torres,3.5,199,12.48,2017-01-01,Penedès,Spain,41.3463825,1.6995213,14.366666666666667,11.0,18.599999999999998,39.1,,23.73333333333333,20.766666666666666,27.666666666666668,14.166666666666666,,18.26666666666667,15.1,22.666666666666668,70.43333333333334,
Légende (R) Bordeaux Blanc 2018,France,Bordeaux,Barons de Rothschild (Lafite),3.6,199,9.9,2018-01-01,Bordeaux,France,44.841225,-0.5800364,13.9,9.033333333333333,19.933333333333334,50.13333333333333,,21.133333333333333,16.466666666666665,27.2,64.96666666666667,,13.466666666666667,9.5,19.066666666666666,50.26666666666667,
Sauvignon Blanc I 2017,Germany,Pfalz,Von Winning,3.8,199,19.45,2017-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Sauvignon Blanc 2017,United States,North Coast,Spottswoode,4.0,199,36.9,2017-01-01,North Coast,United States,41.506534,-81.6939953,,,,,,,,,,,,,,,
Grüner Veltliner Federspiel Weissenkirchen 2019,Austria,Wachau,Domäne Wachau,3.7,199,9.68,2019-01-01,Wachau,Austria,47.7286939,16.2263822,,,,,,22.8,16.6,28.6,,,12.0,7.733333333333334,16.566666666666666,,
Est! Est!! Est!!! di Montefiascone 2018,Italy,Est! Est!! Est!!! di Montefiascone,Falesco,3.1,200,6.9,2018-01-01,Est! Est!! Est!!! di Montefiascone,Italy,42.5364691,12.0276094,,,,,,,,,,,13.0,7.6,19.7,,
Insolia 2016,Italy,Terre Siciliane,Baglio di Pianetto,3.6,200,8.4,2016-01-01,Terre Siciliane,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Sauvignon Blanc 2019,South Africa,Western Cape,Two Oceans,3.2,200,4.9,2019-01-01,Western Cape,South Africa,-33.546977,20.72753,,,,,,11.149999999999999,3.7,20.049999999999997,,,18.833333333333332,11.299999999999999,23.1,,
Jean Garde Unoaked Chardonnay 2018,South Africa,Western Cape,Boschendal,3.8,201,9.45,2018-01-01,Western Cape,South Africa,-33.546977,20.72753,21.45,13.8,29.2,,,11.25,3.6500000000000004,21.2,,,16.9,9.399999999999999,28.1,,
Riesling Trocken 2016,Germany,Rheingau,Schloss Vollrads,3.8,201,10.69,2016-01-01,Rheingau,Germany,50.1339394,8.0701591,,,,,,,,,,,,,,,
Crozes Hermitage Domaine Mule Blanche 2016,France,Crozes-Hermitage,Paul Jaboulet Aîné,3.9,201,38.68,2016-01-01,Crozes-Hermitage,France,45.0907,4.84592,,,,,,,,,,,,,,,
Sauvignon Côtes de Gascogne 2018,France,Côtes de Gascogne,Domaine du Tariquet,3.6,201,7.0,2018-01-01,Côtes de Gascogne,France,48.510283,-2.787756,13.6,9.6,17.7,,,,,,,,12.033333333333331,8.9,15.366666666666665,,
Cellar Selection Sauvignon Blanc 2018,South Africa,Western Cape,Kleine Zalze,3.6,202,9.5,2018-01-01,Western Cape,South Africa,-33.546977,20.72753,21.45,13.8,29.2,,,11.25,3.6500000000000004,21.2,,,16.9,9.399999999999999,28.1,,
Kiedrich Klosterberg Riesling Trocken 2018,Germany,Rheingau,Robert Weil,4.1,203,20.9,2018-01-01,Rheingau,Germany,50.1339394,8.0701591,,,,,,,,,,,,,,,
Tonschiefer Riesling Trocken 2018,Germany,Nahe,Dönnhoff,3.8,203,13.9,2018-01-01,Nahe,Germany,49.7874798,7.4869735,,,,,,,,,,,,,,,
Chardonnay 2017,Austria,Carnuntum,Markowitsch,3.6,203,9.9,2017-01-01,Carnuntum,Austria,48.1141485,16.8657834,,,,,,,,,,,,,,,
Dome Chardonnay 2018,South Africa,Stellenbosch,Lourensford,3.6,203,12.49,2018-01-01,Stellenbosch,South Africa,-33.934444,18.869167,18.3,,,,,12.633333333333333,,,,,16.3,,,,
Two Blanc 2017,South Africa,Constantia,Constantia Glen,3.8,203,17.45,2017-01-01,Constantia,South Africa,-34.0283333,18.4155556,,,,,,,,,,,,,,,
Sauvignon Blanc 2019,New Zealand,Marlborough,Bishop's Leap,4.0,203,8.45,2019-01-01,Marlborough,New Zealand,-41.4744747,173.8330263,,,,,,,,,,,,,,,
Vire-Clessé 2014,France,Viré-Clessé,Les Héritiers du Comte Lafon,4.0,203,36.33,2014-01-01,Viré-Clessé,France,46.4493784,4.8436685,11.45,7.55,15.85,,,22.8,17.5,28.4,,,,,,,
Pecorino 2017,Italy,Terre di Chieti,Villamedoro,3.5,203,6.7,2017-01-01,Terre di Chieti,Italy,42.3503,14.16773,,,,,,,,,,,20.7,15.7,26.0,,
Sauvignon Blanc 2018,South Africa,Stellenbosch,Welmoed,3.5,203,7.35,2018-01-01,Stellenbosch,South Africa,-33.934444,18.869167,18.3,,,,,12.633333333333333,,,,,16.3,,,,
Adrianna Vineyard White Stones Chardonnay 2015,Argentina,Mendoza,Catena Zapata,4.5,204,73.59,2015-01-01,Mendoza,Argentina,-34.787093,-68.4381868,14.1,8.433333333333332,21.566666666666666,17.666666666666668,11740.0,8.6,2.0,17.96666666666667,9.666666666666666,13060.0,17.066666666666666,8.833333333333334,25.166666666666668,16.666666666666668,14040.0
Moscatel 2015,Chile,Itata Valley,Viña La Causa,3.6,204,10.99,2015-01-01,Itata Valley,Chile,-30.0,-71.0,13.233333333333334,10.433333333333332,17.500000000000004,0.3333333333333333,10300.0,10.966666666666669,8.033333333333333,15.566666666666668,21.333333333333332,10040.0,13.133333333333335,10.166666666666666,17.500000000000004,5.666666666666667,11320.0
Chardonnay 2017,France,Pays d'Oc,Baron Philippe de Rothschild,3.4,204,8.69,2017-01-01,Pays d'Oc,France,43.604764,1.4540399,12.233333333333334,8.266666666666667,17.3,59.300000000000004,,21.366666666666664,16.133333333333333,27.400000000000002,47.46666666666667,,15.333333333333334,11.133333333333333,20.4,36.93333333333333,
Riesling Trocken 2018,Germany,Mosel,Clemens Busch,3.8,204,12.4,2018-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Wiener Gemischter 2018,Austria,Wiener Gemischter Satz,Mayer am Pfarrplatz,3.6,205,24.95,2018-01-01,Wiener Gemischter Satz,Austria,48.64444,16.185,,,,,,,,,,,,,,,
Riesling Feinherb 2017,Germany,Mosel,Dr. Von Bassermann-Jordan,3.9,205,19.5,2017-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Alentejano Branco 2017,Portugal,Alentejo,Fitapreta,3.8,206,12.48,2017-01-01,Alentejo,Portugal,38.0551003,-7.8605799,13.4,10.0,20.85,,,24.7,16.833333333333332,33.56666666666667,,,17.933333333333334,12.800000000000002,24.266666666666666,,
Fusion Gewürztraminer - Riesling 2017,Canada,Niagara-on-the-Lake,Pillitteri Estates,3.7,206,14.9,2017-01-01,Niagara-on-the-Lake,Canada,43.2556116,-79.0723264,,,,,,,,,,,,,,,
Riesling Fructus 2018,Germany,Rheingau,Barth,3.8,206,10.38,2018-01-01,Rheingau,Germany,50.1339394,8.0701591,,,,,,,,,,,,,,,
Godello 2018,Spain,Monterrei,Terras do Cigarrón,3.9,207,6.99,2018-01-01,Monterrei,Spain,41.9467657,-7.4491474,15.300000000000002,7.966666666666666,23.733333333333334,49.800000000000004,,22.73333333333333,15.466666666666669,31.233333333333334,29.400000000000002,,13.7,8.166666666666666,23.833333333333332,32.13333333333333,
Director's Reserve White 2016,South Africa,Stellenbosch,Tokara,4.2,207,28.5,2016-01-01,Stellenbosch,South Africa,-33.934444,18.869167,18.15,15.5,24.15,,,12.566666666666668,7.55,17.8,,,17.1,13.0,24.5,,
Anthìlia 2019,Italy,Sicilia,Donnafugata,3.8,207,8.45,2019-01-01,Sicilia,Italy,37.587794,14.155048,17.0,,,,,22.933333333333334,,25.6,,,12.5,,,,
Danie de Wet Chardonnay 2018,South Africa,Robertson,De Wetshof,3.7,207,9.9,2018-01-01,Robertson,South Africa,-33.802222,19.883611,19.2,11.700000000000001,28.35,,,12.633333333333333,5.866666666666667,22.049999999999997,,,17.333333333333336,10.3,29.6,,
Rubrica Branco 2014,Portugal,Alentejano,Luis Duarte,3.9,208,15.5,2014-01-01,Alentejano,Portugal,38.8421261,-7.5871012,,,,,,,,,,,,,,,
Reserva Chardonnay 2016,Chile,Casablanca Valley,Santa Rita,3.5,208,9.65,2016-01-01,Casablanca Valley,Chile,-30.0,-71.0,15.633333333333333,,,,,12.0,,,30.3,,14.266666666666666,10.95,17.8,6.1,
Chardonnay 2019,Chile,Central Valley,Valdivieso,3.4,209,7.75,2019-01-01,Central Valley,Chile,-36.0,-72.0,,,,,,,,,,,,,,,
Lugana Vigneto Massoni 2019,Italy,Lugana,S. Cristina,4.2,209,9.9,2019-01-01,Lugana,Italy,45.4600534,10.6196897,,,,,,,,,,,12.5,10.1,15.3,,
Buiten Blanc 2019,South Africa,Constantia,Buitenverwachting,3.6,209,6.99,2019-01-01,Constantia,South Africa,-34.0283333,18.4155556,,,,,,,,,,,,,,,
Mosel Alte Reben Riesling 2017,Germany,Mosel,Markus Molitor,3.9,210,17.8,2017-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Terre Alte 2017,Italy,Rosazzo,Livio Felluga,4.3,210,45.0,2017-01-01,Rosazzo,Italy,45.9970608,13.4415949,,,,,,,,,,,,,,,
Noordhoek Sauvignon Blanc 2017,South Africa,Cape Town,Cape Point Vineyards,3.8,210,14.9,2017-01-01,Cape Town,South Africa,-33.928992,18.417396,,,,,,,,,,,,,,,
Sauvignon Blanc 2019,South Africa,Constantia,Buitenverwachting,4.2,210,8.95,2019-01-01,Constantia,South Africa,-34.0283333,18.4155556,,,,,,,,,,,,,,,
Koetshuis Sauvignon Blanc 2018,South Africa,Durbanville,De Grendel,4.0,210,17.79,2018-01-01,Durbanville,South Africa,-33.8402778,18.6494444,,,,,,,,,,,,,,,
Gran Selección Blanco 2019,Spain,Alicante,Marina Alta,3.9,210,5.8,2019-01-01,Alicante,Spain,38.3436365,-0.4881708,16.733333333333334,,,,,25.599999999999998,,,,,16.55,,,,
Black Label Sauvignon Blanc 2019,New Zealand,Marlborough,Babich,3.9,210,11.9,2019-01-01,Marlborough,New Zealand,-41.4744747,173.8330263,,,,,,,,,,,,,,,
Barrel Fermented Chenin Blanc 2018,South Africa,Stellenbosch,Stellenrust,4.0,210,18.42,2018-01-01,Stellenbosch,South Africa,-33.934444,18.869167,18.3,,,,,12.633333333333333,,,,,16.3,,,,
Zeltinger Himmelreich Riesling Kabinett 2016,Germany,Mosel,Markus Molitor,3.9,210,15.2,2016-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Kiedrich Gräfenberg Riesling Trocken GG 2016,Germany,Rheingau,Robert Weil,4.2,211,41.87,2016-01-01,Rheingau,Germany,50.1339394,8.0701591,,,,,,,,,,,,,,,
Rkatsiteli Supérieur 2015,Georgia,Kakheti,Mukhrani,3.6,211,14.95,2015-01-01,Kakheti,Georgia,41.737352,45.6721781,,,,,,,,,,,,,,,
Côtes-du-Rhône Blanc 2018,France,Côtes-du-Rhône,E. Guigal,3.6,211,9.4,2018-01-01,Côtes-du-Rhône,France,44.7667285,4.8528701,,,,,,,,,,,,,,,
Ruppertsberger Reiterpfad Riesling 2017,Germany,Pfalz,Von Winning,3.9,211,16.52,2017-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
G22 Blanc 2016,Spain,Bizkaiko Txakolina,Gorka Izagirre,3.8,211,13.99,2016-01-01,Bizkaiko Txakolina,Spain,40.0,-4.0,,8.833333333333334,22.8,32.53333333333333,,27.599999999999998,19.666666666666668,35.23333333333333,8.066666666666666,,16.466666666666665,10.433333333333332,23.2,21.333333333333332,
Sauvignon Blanc 2017,United States,Napa County,Twomey,3.9,211,39.69,2017-01-01,Napa County,United States,38.4898675,-122.3218414,,,,,,,,,,,,,,,
Le Volpare Soave Classico 2018,Italy,Soave,Tommasi,3.8,211,8.8,2018-01-01,Soave,Italy,45.4202303,11.247722,,,,,,,,,,,,,,,
Consigna Chardonnay Castilla 2018,Spain,Castilla,Félix Solís,3.5,212,4.9,2018-01-01,Castilla,Spain,40.4763551,-3.6800358,,10.1,22.066666666666666,19.566666666666666,,26.6,19.7,33.0,26.666666666666668,,16.666666666666668,11.633333333333333,21.966666666666665,11.233333333333334,
Chardonnay 2016,United States,Sonoma Valley,Kunde,3.9,212,18.5,2016-01-01,Sonoma Valley,United States,40.8421262,-117.5659571,10.850000000000001,-0.16666666666666666,18.833333333333332,37.13333333333333,,22.366666666666664,10.566666666666668,32.43333333333333,8.566666666666668,,10.433333333333332,0.6333333333333332,19.766666666666666,21.7,
White Label Nik Weis Wiltinger Alte Reben 2018,Germany,Mosel,St. Urbans-Hof,4.0,212,15.99,2018-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Pinot Grigio 2018,Italy,Trentino-Alto Adige,Cantina Kaltern,3.6,212,9.26,2018-01-01,Trentino-Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Tokaji Dry 2018,Hungary,Tokaj,Château Dereszla,3.8,213,11.25,2018-01-01,Tokaj,Hungary,48.1235534,21.4113895,,,,,,,,,,,10.7,5.9,15.9,,
SL Riesling Kabinett Trocken 2016,Germany,Mosel,Schloss Lieser,3.7,213,10.4,2016-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Federspiel Riesling 2017,Austria,Wachau,Domäne Wachau,3.5,213,11.99,2017-01-01,Wachau,Austria,47.7286939,16.2263822,,,,,,,,,,,,,,,
Dogheria Pinot Bianco Rubicone 2017,Italy,Rubicone,Poderi dal Nespoli,3.8,214,10.27,2017-01-01,Rubicone,Italy,44.0660923,12.3609442,12.6,10.1,17.2,48.3,,22.933333333333334,17.46666666666667,28.099999999999998,42.7,,14.066666666666665,10.133333333333335,18.6,52.9,
Meursault 2017,France,Meursault,Joseph Drouhin,4.2,215,56.54,2017-01-01,Meursault,France,46.9783803,4.7694038,,,,,,,,,,,,,,,
Bourgogne Aligoté 2018,France,Bourgogne Aligoté,Joseph Drouhin,3.6,215,10.62,2018-01-01,Bourgogne Aligoté,France,47.950902,5.754252,,,,,,,,,,,,,,,
Chaminé Branco 2018,Portugal,Alentejano,Cortes de Cima,3.6,215,7.75,2018-01-01,Alentejano,Portugal,38.8421261,-7.5871012,,,,,,,,,,,,,,,
Domaine de L'Aigle Chardonnay Limoux 2018,France,Limoux,Gérard Bertrand,4.1,215,17.99,2018-01-01,Limoux,France,43.0538068,2.2176533,,,,,,,,,,,12.55,8.65,17.25,,
Blanc de Blancs 2017,Spain,Binissalem-Mallorca,Macià Batle,3.9,215,17.79,2017-01-01,Binissalem-Mallorca,Spain,39.6002717,2.6720865,,,,,,,,,,,,,,,
Salmariano Castelli di Jesi Verdicchio Riserva Classico 2014,Italy,Verdicchio dei Castelli di Jesi Riserva,Marotti Campi,3.7,215,11.29,2014-01-01,Verdicchio dei Castelli di Jesi Riserva,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Blanco 2014,Spain,Rioja,Hacienda López de Haro,3.4,216,8.69,2014-01-01,Rioja,Spain,42.3285528,-2.4674917,11.266666666666666,5.8999999999999995,16.666666666666668,67.33333333333333,10520.0,21.566666666666666,14.6,28.5,31.333333333333332,18660.0,14.899999999999999,9.366666666666667,20.400000000000002,32.333333333333336,10540.0
Chablis 2016,France,Chablis,Chanson,3.8,216,18.2,2016-01-01,Chablis,France,47.8152073,3.8001657,,,,,,,,,,,,,,,
Grüner Veltliner ZEISEN Weinviertel DAC 2018,Austria,Weinviertel,Weingut R&A Pfaffl,3.7,216,9.7,2018-01-01,Weinviertel,Austria,48.4968419,16.334688,16.3,10.6,21.9,,,,,,,,8.7,5.35,12.25,,
Pinot Grigio 2018,Italy,Trentino-Alto Adige,Colterenzio (Schreckbichl),3.8,216,9.65,2018-01-01,Trentino-Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Pinot Grigio delle Venezie 2018,Italy,delle Venezie,Lenotti,3.9,217,6.09,2018-01-01,delle Venezie,Italy,45.3485187,11.9571797,,,,,,,,,,,,,,,
Sauvignon Blanc 2015,United States,Central Coast,Robert Mondavi Private Selection,3.3,217,13.26,2015-01-01,Central Coast,United States,44.4190178,-124.0763817,,,,,,,,,,,,,,,
Malterdinger 2016,Germany,Baden,Bernhard Huber,3.8,217,19.91,2016-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
Polish Hill Riesling 2018,Australia,Clare Valley,Grosset,3.9,217,35.9,2018-01-01,Clare Valley,Australia,-33.7890862,138.590557,,9.9,22.666666666666668,32.53333333333333,,,3.233333333333333,14.333333333333334,48.26666666666667,,,9.1,22.233333333333334,34.13333333333333,
Zeltinger Sonnenuhr Riesling Auslese*** 2015,Germany,Mosel,Markus Molitor,4.5,218,117.95,2015-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Friulano 2018,Italy,Colli Orientali del Friuli,Livio Felluga,3.8,218,18.9,2018-01-01,Colli Orientali del Friuli,Italy,46.0023998,13.4412468,,,,,,,,,,,,,,,
Portillo Chardonnay 2019,Argentina,Uco Valley,Salentein,3.5,218,7.5,2019-01-01,Uco Valley,Argentina,-34.0,-64.0,17.933333333333334,,,,,8.766666666666667,1.8333333333333333,,,,19.0,10.5,,,
Falanghina Beneventano 2018,Italy,Falanghina del Beneventano,Vesevo,3.8,219,6.45,2018-01-01,Falanghina del Beneventano,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Blanc (Gaston Hochar) 2008,Lebanon,Bekaa Valley,Château Musar,3.8,219,32.07,2008-01-01,Bekaa Valley,Lebanon,33.83333,36.0,,,,,,,,,,,,,,,
Pinot Grigio (Tralcetto) 2019,Italy,Terre di Chieti,Cantina Zaccagnini,4.0,219,8.73,2019-01-01,Terre di Chieti,Italy,42.3503,14.16773,,,,,,25.15,19.35,30.05,,,16.766666666666666,12.300000000000002,21.5,,
Special Cuvée Sauvignon Blanc 2019,South Africa,Robertson,Springfield Estate,4.1,220,12.89,2019-01-01,Robertson,South Africa,-33.802222,19.883611,20.3,14.2,29.9,,,12.966666666666669,6.5,21.766666666666666,,,17.9,9.95,26.85,,
Wachenheimer Riesling 2017,Germany,Pfalz,Dr. Bürklin-Wolf,3.6,221,13.5,2017-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Soave Classico 2018,Italy,Soave Classico,Montresor,3.4,221,5.6,2018-01-01,Soave Classico,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Lugana 2018,Italy,Lugana,Zonin,3.3,221,8.73,2018-01-01,Lugana,Italy,45.4600534,10.6196897,,,,,,,,,,,16.7,12.8,21.4,,
Vire-Clessé 2016,France,Viré-Clessé,Les Héritiers du Comte Lafon,4.0,222,29.9,2016-01-01,Viré-Clessé,France,46.4493784,4.8436685,,,,,,22.8,16.766666666666666,28.866666666666664,,,,,,,
Novellum Chardonnay 2018,France,Languedoc-Roussillon,Domaine Lafage,3.8,222,8.29,2018-01-01,Languedoc-Roussillon,France,43.508482,2.34549,,,,,,,,,,,12.55,8.65,17.25,,
Pouilly-Fumé 2018,France,Pouilly-Fumé,Château Favray,4.0,222,14.13,2018-01-01,Pouilly-Fumé,France,49.272939,2.032351,,,,,,,,,,,,,,,
Ürziger Würzgarten Riesling Spätlese 2016,Germany,Mosel,Markus Molitor,4.0,223,19.01,2016-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Miss Lucy White Blend 2019,South Africa,Robertson,Springfield Estate,3.9,223,13.49,2019-01-01,Robertson,South Africa,-33.802222,19.883611,20.3,14.2,29.9,,,12.966666666666669,6.5,21.766666666666666,,,17.9,9.95,26.85,,
Kalkundkiesel 2018,Austria,Burgenland,Claus Preisinger,4.2,223,15.89,2018-01-01,Burgenland,Austria,47.5000001,16.4166666,,,,,,,,,,,11.7,7.1,17.0,,
Sex Drugs & Rock'n Roll. Just Riesling For Me Thanks! 2017,Germany,Pfalz,Emil Bauer & Söhne,3.7,223,8.95,2017-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Vermentino (Etichetta Nera/Black Label) 2018,Italy,Colli di Luni,Lvnae,4.0,224,19.5,2018-01-01,Colli di Luni,Italy,44.06667,9.98333,,,,,,,,,,,,,,,
W... Dreams Bianco (Were Dreams...) 2017,Italy,Venezia Giulia,Jermann,4.2,224,45.49,2017-01-01,Venezia Giulia,Italy,45.6528943,13.7804956,,,,,,,,,,,,,,,
Chardonnay Reserva 2017,Chile,Maipo Valley,Haras de Pirque,3.6,224,9.99,2017-01-01,Maipo Valley,Chile,-30.0,-71.0,15.700000000000001,13.600000000000001,,5.1,,12.066666666666668,8.3,,,,14.1,,,,
Alisia Pinot Grigio 2018,Italy,delle Venezie,Astoria,3.8,225,10.29,2018-01-01,delle Venezie,Italy,45.3485187,11.9571797,,,,,,,,,,,,,,,
Castagnolo Orvieto Classico Superiore 2017,Italy,Orvieto Classico,Barberani,3.7,225,11.1,2017-01-01,Orvieto Classico,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Chardonnay 2018,South Africa,Western Cape,Barista,3.8,225,8.5,2018-01-01,Western Cape,South Africa,-33.546977,20.72753,21.45,13.8,29.2,,,11.25,3.6500000000000004,21.2,,,16.9,9.399999999999999,28.1,,
Cubía (Tenuta Ficuzza) 2014,Italy,Sicilia,Cusumano,3.7,225,13.55,2014-01-01,Sicilia,Italy,37.587794,14.155048,11.866666666666667,8.833333333333334,17.166666666666668,61.0,,22.099999999999998,18.5,28.666666666666668,25.666666666666668,,15.733333333333334,13.299999999999999,20.5,56.666666666666664,
Blanco 2018,Spain,Rioja,Hacienda López de Haro,3.5,226,6.95,2018-01-01,Rioja,Spain,42.3285528,-2.4674917,14.133333333333333,7.2,21.899999999999995,27.266666666666666,,22.433333333333334,16.066666666666666,30.2,60.26666666666667,,13.933333333333332,8.266666666666667,20.933333333333334,13.066666666666668,
Réserve Spéciale Chardonnay 2018,France,Pays d'Oc,Gérard Bertrand,3.7,226,8.32,2018-01-01,Pays d'Oc,France,43.604764,1.4540399,13.666666666666666,8.566666666666668,19.799999999999997,75.8,,22.46666666666667,17.733333333333334,28.599999999999998,40.9,,13.666666666666666,9.466666666666667,19.099999999999998,26.433333333333334,
Fumé Blanc 2018,United States,Napa Valley,Robert Mondavi,3.8,226,24.18,2018-01-01,Napa Valley,United States,38.8484702,-94.413093,,,,,,,,,,,,,,,
Chardonnay 2018,France,Pays d'Oc,Baron Philippe de Rothschild,3.5,226,8.78,2018-01-01,Pays d'Oc,France,43.604764,1.4540399,13.666666666666666,8.566666666666668,19.799999999999997,75.8,,22.46666666666667,17.733333333333334,28.599999999999998,40.9,,13.666666666666666,9.466666666666667,19.099999999999998,26.433333333333334,
Barrel Fermented White 2015,Spain,Rioja,Bodegas Amaren,4.0,227,13.9,2015-01-01,Rioja,Spain,42.3285528,-2.4674917,13.6,7.2,20.0,34.0,13800.0,21.7,14.633333333333333,28.76666666666667,34.333333333333336,17480.0,16.599999999999998,10.700000000000001,22.53333333333333,46.0,10920.0
Gavi dei Gavi (Black label) 2019,Italy,Gavi,La Scolca,4.1,227,24.85,2019-01-01,Gavi,Italy,44.687649,8.809353,,,,,,,,,,,,,,,
Castillo de San Diego 2019,Spain,Cádiz,Barbadillo,3.2,227,4.29,2019-01-01,Cádiz,Spain,36.5297438,-6.2928976,16.5,14.0,19.366666666666664,84.33333333333333,,23.35,20.566666666666666,26.433333333333334,0.5666666666666668,,18.299999999999997,17.866666666666667,23.73333333333333,88.60000000000001,
Les Tourelles de la Crée Montagny Premier Cru 2016,France,Montagny Premier Cru,Château de la Crée,4.1,227,43.28,2016-01-01,Montagny Premier Cru,France,46.654142,5.260831,,,,,,,,,,,,,,,
Malvasia Seco 2017,Spain,Lanzarote,El Grifo,3.9,228,13.9,2017-01-01,Lanzarote,Spain,29.0397081,-13.6362916,19.066666666666666,15.566666666666668,23.733333333333334,1.7333333333333332,,24.099999999999998,20.599999999999998,29.8,0.0,,22.266666666666666,19.03333333333333,27.066666666666666,21.933333333333337,
